id;asn;location
"12109";"49605";"LINX LON1: Main"
"12110";"49605";"AMS-IX"
"12111";"49605";"Namex Rome IXP: VLAN Peering"
"12112";"49605";"MSK-IX Moscow: MSK-IX peering network"
"12113";"49605";"SwissIX: Peering"
"12114";"49605";"France-IX Paris"
"12115";"49605";"Netnod Stockholm GREEN -- MTU1500: STH-A -- MTU1500"
"12116";"49605";"Netnod Stockholm BLUE -- MTU1500: STH-B -- MTU1500"
"12117";"49605";"NL-ix: Main"
"12118";"49605";"ECIX-FRA"
"12119";"10158";"KINX"
"12120";"10158";"CoreSite - Any2 California"
"12121";"10158";"Equinix Singapore"
"12122";"10158";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"12123";"10158";"BBIX Tokyo"
"12124";"10158";"JPIX TOKYO"
"12125";"10158";"KRIX(sejong)"
"12126";"132730";"HTN-IX"
"12127";"58656";"Equinix Singapore"
"12128";"132536";"AMS-IX"
"12129";"4922";"Digital Realty Atlanta"
"12130";"4922";"Equinix Ashburn"
"12131";"52439";"SCL-IX Chile: Main"
"12132";"52439";"PIT Santiago - PIT Chile: LAN"
"12133";"52439";"PIT Arica - PIT Chile: LAN"
"12134";"34758";"TOP-IX: Public Peering VLAN"
"12135";"34758";"VSIX: Primary"
"12136";"34758";"MIX-IT"
"12137";"34758";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"12138";"60955";"N-IX: Peering"
"12139";"56550";"MIX-IT"
"12140";"56550";"AMS-IX"
"12141";"56550";"VSIX: Primary"
"12142";"56550";"Namex Rome IXP: VLAN Peering"
"12143";"60924";"UAE-IX: UAE-IX Peering LAN"
"12144";"60924";"AMS-IX"
"12145";"14633";"NWAX: Primary Peering VLAN"
"12146";"14633";"CoreSite - Any2 California"
"12147";"55944";"Equinix Singapore"
"12148";"55944";"Extreme IX Mumbai: Extreme IX"
"12149";"25093";"NIX.CZ: Public peering VLAN"
"12150";"327693";"NAPAfrica IX Johannesburg: Peering"
"12151";"327693";"NAPAfrica IX Cape Town"
"12152";"327693";"NAPAfrica IX Durban"
"12153";"29998";"Phoenix IX: Production"
"12154";"51873";"SwissIX: Peering"
"12155";"51873";"Equinix Zurich: Equinix IX - ZH Metro"
"12156";"198554";"LINX LON1: Main"
"12157";"5009";"Equinix Dallas"
"12158";"5009";"Digital Realty Atlanta"
"12159";"21804";"SIX Seattle: MTU 1500"
"12160";"21804";"TorIX"
"12161";"21804";"Equinix Chicago"
"12162";"20365";"TorIX"
"12163";"199339";"NIX1"
"12164";"52697";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12165";"15693";"NL-ix: Main"
"12166";"15693";"AMS-IX"
"12167";"15693";"R_iX: Main"
"12168";"15693";"Equinix Amsterdam: Equinix IX - AM Metro"
"12169";"12996";"NIX2"
"12170";"12996";"NIX1"
"12171";"42927";"Equinix Warsaw"
"12172";"42927";"TPIX Warsaw"
"12173";"42927";"EPIX.Katowice"
"12174";"58511";"MegaIX Sydney: MegaIX"
"12175";"58511";"MegaIX Melbourne: MegaIX"
"12176";"58511";"CoreSite - Any2 California"
"12177";"58511";"Equinix Sydney"
"12178";"58511";"IX Australia (Brisbane QLD): QLD-IX"
"12179";"58511";"IX Australia (Melbourne VIC): VIC-IX"
"12180";"58511";"IX Australia (Perth WA): WA-IX"
"12181";"58511";"Equinix Melbourne"
"12182";"58511";"AKL-IX (Auckland NZ): AKL-IX"
"12183";"58511";"LINX LON2"
"12184";"58511";"LINX LON1: Main"
"12185";"58511";"AMS-IX"
"12186";"58511";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"12187";"58511";"Equinix San Jose"
"12188";"58511";"NL-ix: Main"
"12189";"58511";"SIX Seattle: MTU 1500"
"12190";"58511";"MegaIX Brisbane: MegaIX"
"12191";"58511";"MegaIX Perth: MegaIX"
"12192";"58511";"IX Australia (Sydney NSW): NSW-IX"
"12193";"58511";"MegaIX Auckland: MegaIX"
"12194";"58511";"HKIX: HKIX Peering LAN"
"12195";"58511";"Equinix Singapore"
"12196";"58511";"Equinix Perth: Main"
"12197";"58511";"IX Australia (Adelaide SA): SA-IX"
"12198";"197736";"Equinix Paris: Equinix IX - PA Metro"
"12199";"55947";"Extreme IX Mumbai: Extreme IX"
"12200";"13576";"OmahaIX"
"12201";"13576";"MICE: Shared Peering"
"12202";"13576";"IX-Denver: IX-Denver Fabric"
"12203";"31638";"MIX-IT"
"12204";"31638";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"12205";"31638";"LINX LON1: Main"
"12206";"31638";"France-IX Paris"
"12207";"31638";"LU-CIX"
"12208";"31638";"VSIX: Primary"
"12209";"31638";"TOP-IX: Public Peering VLAN"
"12210";"31638";"AMS-IX"
"12211";"31638";"Namex Rome IXP: VLAN Peering"
"12212";"31638";"SIX Seattle: MTU 1500"
"12213";"5602";"MIX-IT"
"12214";"5602";"MINAP Milan: MINAP"
"12215";"48634";"MIX-IT"
"12216";"199524";"Equinix Ashburn"
"12217";"199524";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"12218";"199524";"Equinix San Jose"
"12219";"199524";"DATAIX"
"12220";"199524";"BBIX Singapore"
"12221";"199524";"Equinix Miami IX"
"12222";"199524";"Equinix Palo Alto"
"12223";"199524";"Equinix Singapore"
"12224";"199524";"GigaNET: Global exchange"
"12225";"199524";"DataLine-IX"
"12226";"199524";"Equinix Warsaw"
"12227";"199524";"NL-ix: Main"
"12228";"199524";"Equinix Hong Kong"
"12229";"199524";"BBIX Tokyo"
"12230";"199524";"NIX.CZ: Public peering VLAN"
"12231";"199524";"JPIX TOKYO"
"12232";"199524";"Global-IX"
"12233";"199524";"W-IX: vlan800"
"12234";"199524";"IX Australia (Sydney NSW): NSW-IX"
"12235";"199524";"MegaIX Sydney: MegaIX"
"12236";"199524";"Equinix Sydney"
"12237";"199524";"MegaIX Singapore"
"12238";"199524";"AMS-IX"
"12239";"199524";"AMS-IX Hong Kong"
"12240";"199524";"Equinix Chicago"
"12241";"199524";"LINX LON2"
"12242";"199524";"FL-IX"
"12243";"199524";"KINX"
"12244";"199524";"DE-CIX Istanbul: DE-CIX Istanbul Peering LAN"
"12245";"199524";"Equinix New York"
"12246";"199524";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12247";"199524";"Peering.cz"
"12248";"199524";"CoreSite - Any2 California"
"12249";"199524";"Asteroid Amsterdam: Asteroid Amsterdam Peering LAN"
"12250";"199524";"Netnod Stockholm GREEN -- MTU1500: STH-A -- MTU1500"
"12251";"199524";"Netnod Stockholm BLUE -- MTU1500: STH-B -- MTU1500"
"12252";"199524";"MSK-IX Ekaterinburg"
"12253";"199524";"PITER-IX St. Petersburg: SPB_PEERING_VLAN"
"12254";"199524";"MSK-IX Moscow: MSK-IX peering network"
"12255";"199524";"MSK-IX Saint-Petersburg: MSK-IX Saint-Petersburg peering network"
"12256";"199524";"MIX-IT"
"12257";"199524";"JPNAP Tokyo: Peering"
"12258";"199524";"IX Australia (Melbourne VIC): VIC-IX"
"12259";"199524";"MegaIX Melbourne: MegaIX"
"12260";"199524";"France-IX Paris"
"12261";"199524";"HKIX: HKIX Peering LAN"
"12262";"199524";"NAPAfrica IX Johannesburg: Peering"
"12263";"199524";"PITER-IX Moscow: MSK_PEERING_VLAN"
"12264";"199524";"DE-CIX New York: DE-CIX New York Peering LAN"
"12265";"199524";"Digital Realty Atlanta"
"12266";"199524";"LU-CIX"
"12267";"199524";"ESPANIX Madrid Lower LAN"
"12268";"199524";"DE-CIX Madrid: DE-CIX Madrid Peering LAN"
"12269";"199524";"Equinix Dallas"
"12270";"199524";"Speed-IX: SPEED-IX"
"12271";"199524";"DE-CIX Dallas: DE-CIX Dallas Peering LAN"
"12272";"199524";"DE-CIX Mumbai: Mumbai IX"
"12273";"199524";"Extreme IX Mumbai: Extreme IX"
"12274";"199524";"Equinix São Paulo: Equinix IX - SP Metro"
"12275";"199524";"Eurasia Peering IX: Peering LAN"
"12276";"199524";"EPIX.Warszawa-KIX"
"12277";"199524";"NYIIX"
"12278";"199524";"ECIX-FRA"
"12279";"199524";"Sibir-IX"
"12280";"20836";"MIX-IT"
"12281";"20836";"TOP-IX: Public Peering VLAN"
"12282";"20836";"MINAP Milan: MINAP"
"12283";"45763";"Equinix Sydney"
"12284";"45437";"Equinix Sydney"
"12285";"45437";"IX Australia (Sydney NSW): NSW-IX"
"12286";"45437";"MegaIX Melbourne: MegaIX"
"12287";"45437";"MegaIX Sydney: MegaIX"
"12288";"45437";"IX Australia (Melbourne VIC): VIC-IX"
"12289";"45437";"IX Australia (Brisbane QLD): QLD-IX"
"12290";"45437";"MegaIX Brisbane: MegaIX"
"12291";"45437";"IX Australia (Perth WA): WA-IX"
"12292";"19009";"Equinix Ashburn"
"12293";"19009";"OhioIX: Ohio IX Public Peering LAN"
"12294";"27193";"CoreSite - Any2 California"
"12295";"49902";"REUNIX"
"12296";"44513";"MIX-IT"
"12297";"44513";"MINAP Milan: MINAP"
"12298";"25273";"LU-CIX"
"12299";"49505";"PIRIX"
"12300";"49505";"DATAIX"
"12301";"49505";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"12302";"49505";"CODIX"
"12303";"49505";"CLOUD-IX SPB"
"12304";"49505";"Global-IX"
"12305";"49505";"LINX LON1: Main"
"12306";"49505";"PITER-IX St. Petersburg: SPB_PEERING_VLAN"
"12307";"49505";"MSK-IX Saint-Petersburg: MSK-IX Saint-Petersburg peering network"
"12308";"49505";"MSK-IX Moscow: MSK-IX peering network"
"12309";"21309";"MIX-IT"
"12310";"54113";"Equinix Melbourne"
"12311";"54113";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12312";"54113";"MegaIX Melbourne: MegaIX"
"12313";"54113";"MegaIX Sydney: MegaIX"
"12314";"54113";"Equinix Osaka"
"12315";"54113";"Equinix Sydney"
"12316";"54113";"Equinix Ashburn"
"12317";"54113";"Equinix Chicago"
"12318";"54113";"Equinix Dallas"
"12319";"54113";"Equinix Los Angeles"
"12320";"54113";"Equinix San Jose"
"12321";"54113";"Equinix New York"
"12322";"54113";"BBIX Osaka"
"12323";"54113";"Equinix Hong Kong"
"12324";"54113";"IX Australia (Brisbane QLD): QLD-IX"
"12325";"54113";"MegaIX Brisbane: MegaIX"
"12326";"54113";"IX Australia (Perth WA): WA-IX"
"12327";"54113";"SIX Seattle: MTU 1500"
"12328";"54113";"LONAP: LON0"
"12329";"54113";"Equinix Singapore"
"12330";"54113";"IX Australia (Melbourne VIC): VIC-IX"
"12331";"54113";"IX Australia (Sydney NSW): NSW-IX"
"12332";"54113";"ECIX-FRA"
"12333";"54113";"AMS-IX"
"12334";"54113";"Boston Internet Exchange"
"12335";"54113";"Equinix Palo Alto"
"12336";"54113";"TorIX"
"12337";"54113";"DE-CIX New York: DE-CIX New York Peering LAN"
"12338";"54113";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"12339";"54113";"SH-IX"
"12340";"54113";"Equinix Paris: Equinix IX - PA Metro"
"12341";"54113";"MICE: Shared Peering"
"12342";"54113";"FL-IX"
"12343";"54113";"DE-CIX Madrid: DE-CIX Madrid Peering LAN"
"12344";"54113";"STHIX - Stockholm: STH Peering"
"12345";"54113";"NAPAfrica IX Johannesburg: Peering"
"12346";"54113";"MegaIX Auckland: MegaIX"
"12347";"54113";"JPIX OSAKA"
"12348";"54113";"IX.br (PTT.br) Rio de Janeiro: ATM/MPLA"
"12349";"54113";"NYIIX"
"12350";"54113";"CyrusOne IX Houston"
"12351";"54113";"CoreSite - Any2 California"
"12352";"54113";"Equinix Tokyo"
"12353";"54113";"NAPAfrica IX Cape Town"
"12354";"54113";"Equinix Atlanta"
"12355";"54113";"LINX LON1: Main"
"12356";"54113";"Equinix Stockholm: Equinix IX - SK Metro"
"12357";"54113";"Equinix Frankfurt: Equinix IX - FR Metro"
"12358";"54113";"MASS-IX: ISP Peering LAN"
"12359";"54113";"Extreme IX Mumbai: Extreme IX"
"12360";"54113";"CoreSite - Any2 Denver "
"12361";"54113";"PIT Santiago - PIT Chile: LAN"
"12362";"54113";"JPNAP Osaka"
"12363";"54113";"JPNAP Tokyo: Peering"
"12364";"54113";"MegaIX Perth: MegaIX"
"12365";"54113";"Digital Realty Atlanta"
"12366";"54113";"APE"
"12367";"54113";"DET-IX"
"12368";"54113";"WIX-NZ"
"12369";"54113";"IX.br (PTT.br) Curitiba: ATM/MPLA"
"12370";"54113";"Bharat IX - Mumbai: Bharat IX Peering LAN"
"12371";"54113";"BBIX Tokyo"
"12372";"54113";"JPIX TOKYO"
"12373";"54113";"NL-ix: Main"
"12374";"54113";"SGIX: Peering LAN"
"12375";"54113";"DE-CIX Dallas: DE-CIX Dallas Peering LAN"
"12376";"54113";"MIX-IT"
"12377";"54113";"Extreme IX Delhi: Extreme IX LAN"
"12378";"54113";"AKL-IX (Auckland NZ): AKL-IX"
"12379";"54113";"QIX"
"12380";"54113";"Equinix Bogota: Equinix IX - BG Metro"
"12381";"54113";"ESPANIX Madrid Lower LAN"
"12382";"54113";"ESPANIX Madrid Upper LAN"
"12383";"54113";"Equinix London: Equinix IX - LD Metro"
"12384";"54113";"LINX Manchester"
"12385";"54113";"INEX LAN1: INEX LAN1"
"12386";"54113";"OhioIX: Ohio IX Public Peering LAN"
"12387";"54113";"VIX"
"12388";"54113";"Digital Realty Dallas"
"12389";"54113";"KCIX"
"12390";"54113";"Equinix Miami IX"
"12391";"54113";"DE-CIX Mumbai: Mumbai IX"
"12392";"54113";"Extreme IX Chennai: Extreme IX LAN"
"12393";"54113";"STLIX: Main"
"12394";"19189";"NYIIX"
"12395";"19189";"Equinix San Jose"
"12396";"54998";"Equinix Ashburn"
"12397";"54998";"Equinix New York"
"12398";"198721";"MIX-IT"
"12399";"198721";"AMS-IX"
"12400";"198721";"VSIX: Primary"
"12401";"198721";"TOP-IX: Public Peering VLAN"
"12402";"198721";"PCIX"
"12403";"53828";"CoreSite - Any2 Denver "
"12404";"53828";"CoreSite - Any2 California"
"12405";"53828";"Digital Realty Atlanta"
"12406";"53828";"Digital Realty New York"
"12407";"53828";"Equinix Chicago"
"12408";"53828";"Equinix Dallas"
"12409";"53828";"SIX Seattle: MTU 1500"
"12410";"43142";"CIXP"
"12411";"43142";"TOP-IX: Public Peering VLAN"
"12412";"43142";"LyonIX: lyonix-peering"
"12413";"43142";"France-IX Paris"
"12414";"43142";"Equinix Paris: Equinix IX - PA Metro"
"12415";"43142";"AMS-IX"
"12416";"36958";"UAE-IX: UAE-IX Peering LAN"
"12417";"6768";"UA-IX"
"12418";"6768";"DATAIX"
"12419";"6768";"GigaNET: Global exchange"
"12420";"6768";"DTEL-IX: PUBLIC"
"12421";"6768";"GigaNET Odessa local exchange: Odessa local exchange"
"12422";"6768";"Eurasia Peering IX: Peering LAN"
"12423";"6768";"PITER-IX Moscow: MSK_PEERING_VLAN"
"12424";"55016";"YYCIX"
"12425";"55016";"CFiX (Central Florida Internet Exchange)"
"12426";"199332";"NL-ix: Main"
"12427";"199332";"AMS-IX"
"12428";"57463";"Thinx"
"12429";"57463";"SOX Serbia"
"12430";"57463";"RoNIX"
"12431";"57463";"LINX LON1: Main"
"12432";"57463";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"12433";"57463";"Equinix Paris: Equinix IX - PA Metro"
"12434";"57463";"DATAIX"
"12435";"57463";"LyonIX: lyonix-peering"
"12436";"57463";"InterLAN: InterLAN Peering Network"
"12437";"57463";"AMS-IX"
"12438";"57463";"NIX.CZ: Public peering VLAN"
"12439";"57463";"Peering.cz"
"12440";"57463";"UA-IX"
"12441";"57463";"GR-IX::Athens: Peering Lan"
"12442";"57463";"ESPANIX Madrid Lower LAN"
"12443";"57463";"MIX-IT"
"12444";"57463";"NetIX: NetIX"
"12445";"57463";"Netnod Stockholm GREEN -- MTU1500: STH-A -- MTU1500"
"12446";"57463";"Netnod Stockholm BLUE -- MTU1500: STH-B -- MTU1500"
"12447";"57463";"VIX"
"12448";"57463";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12449";"57463";"MSK-IX Moscow: MSK-IX peering network"
"12450";"57463";"NYIIX"
"12451";"57463";"WIX"
"12452";"14041";"CoreSite - Any2 Denver "
"12453";"14041";"IX-Denver: IX-Denver Fabric"
"12454";"38333";"PIPE Networks Sydney"
"12455";"38333";"Equinix Sydney"
"12456";"38333";"MegaIX Sydney: MegaIX"
"12457";"38333";"IX Australia (Sydney NSW): NSW-IX"
"12458";"48283";"AMS-IX"
"12459";"43252";"DE-CIX Hamburg: DE-CIX Hamburg Peering LAN"
"12460";"22147";"MASS-IX: ISP Peering LAN"
"12461";"22147";"DE-CIX New York: DE-CIX New York Peering LAN"
"12462";"38651";"BBIX Tokyo"
"12463";"38651";"Equinix Tokyo"
"12464";"58010";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"12465";"16302";"TREX: Unicast Peering"
"12466";"16302";"FICIX 2 (Helsinki): IPv4+IPv6 MTU 1500"
"12467";"16302";"FICIX 1 (Espoo): IPv4+IPv6 MTU 1500"
"12468";"16302";"AMS-IX"
"12469";"16302";"DATAIX"
"12470";"16302";"Global-IX"
"12471";"52925";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12472";"52925";"Equinix São Paulo: Equinix IX - SP Metro"
"12473";"52925";"IX.br (PTT.br) Campinas: ATM/MPLA"
"12474";"52925";"IX.br (PTT.br) Fortaleza: ATM/MPLA"
"12475";"30688";"IX-Denver: IX-Denver Fabric"
"12476";"7690";"JPNAP Tokyo: Peering"
"12477";"7690";"BBIX Tokyo"
"12478";"7690";"BBIX Osaka"
"12479";"10019";"JPIX TOKYO"
"12480";"10019";"BBIX Tokyo"
"12481";"10019";"JPIX OSAKA"
"12482";"10019";"BBIX Osaka"
"12483";"10019";"JPNAP Tokyo: Peering"
"12484";"4258";"CoreSite - Any2 California"
"12485";"4258";"SIX Seattle: MTU 1500"
"12486";"4258";"NYIIX"
"12487";"4258";"FL-IX"
"12488";"4258";"DE-CIX New York: DE-CIX New York Peering LAN"
"12489";"4258";"Equinix Miami IX"
"12490";"42477";"NIX.CZ: Public peering VLAN"
"12491";"42477";"Peering.cz"
"12492";"22799";"SIX Seattle: MTU 1500"
"12493";"16737";"Phoenix IX: Production"
"12494";"38781";"OpenIXP / NiCE"
"12495";"14237";"Phoenix IX: Production"
"12496";"60717";"FIXO"
"12497";"13226";"LU-CIX"
"12498";"13226";"BNIX"
"12499";"9351";"JPIX OSAKA"
"12500";"9351";"JPIX TOKYO"
"12501";"9351";"Equinix Tokyo"
"12502";"9351";"JPNAP Tokyo: Peering"
"12503";"9351";"BBIX Tokyo"
"12504";"58940";"IX Australia (Sydney NSW): NSW-IX"
"12505";"58940";"IX Australia (Melbourne VIC): VIC-IX"
"12506";"27026";"Equinix Ashburn"
"12507";"132426";"MyIX"
"12508";"20771";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"12509";"9280";"PIPE Networks Sydney"
"12510";"28757";"LINX LON2"
"12511";"28757";"LINX LON1: Main"
"12512";"47762";"LINX LON1: Main"
"12513";"37525";"NAPAfrica IX Johannesburg: Peering"
"12514";"37525";"JINX: JINX Peering"
"12515";"37525";"NAPAfrica IX Cape Town"
"12516";"41281";"SOLIX"
"12517";"48728";"UAE-IX: UAE-IX Peering LAN"
"12518";"48728";"QIX Qatar: Main"
"12519";"8445";"VIX"
"12520";"5403";"VIX"
"12521";"56833";"VIX"
"12522";"20751";"VIX"
"12523";"8245";"VIX"
"12524";"38195";"MegaIX Melbourne: MegaIX"
"12525";"38195";"MegaIX Sydney: MegaIX"
"12526";"38195";"MegaIX Brisbane: MegaIX"
"12527";"38195";"Equinix Sydney"
"12528";"38195";"CoreSite - Any2 California"
"12529";"38195";"MegaIX Singapore"
"12530";"38195";"Equinix Singapore"
"12531";"38195";"AKL-IX (Auckland NZ): AKL-IX"
"12532";"38195";"MegaIX Auckland: MegaIX"
"12533";"38195";"BBIX Tokyo"
"12534";"38195";"Equinix Tokyo"
"12535";"38195";"Equinix Melbourne"
"12536";"38195";"MegaIX Perth: MegaIX"
"12537";"38195";"SGIX: Peering LAN"
"12538";"38195";"HKIX: HKIX Peering LAN"
"12539";"38195";"MegaIX Los Angeles"
"12540";"38195";"Equinix Hong Kong"
"12541";"38195";"EdgeIX - Darwin: Darwin"
"12542";"38195";"IX Australia (Perth WA): WA-IX"
"12543";"38195";"IX Australia (Melbourne VIC): VIC-IX"
"12544";"38195";"IX Australia (Brisbane QLD): QLD-IX"
"12545";"38195";"IX Australia (Adelaide SA): SA-IX"
"12546";"38195";"IX Australia (Sydney NSW): NSW-IX"
"12547";"38195";"EdgeIX - Hobart: Hobart"
"12548";"38195";"EdgeIX - Adelaide: Main"
"12549";"38195";"Equinix San Jose"
"12550";"38195";"EdgeIX - Perth: Main"
"12551";"38195";"EdgeIX - Brisbane: Main"
"12552";"3212";"VIX"
"12553";"3212";"SIX SI"
"12554";"10010";"BBIX Tokyo"
"12555";"10010";"JPIX TOKYO"
"12556";"10010";"JPNAP Tokyo: Peering"
"12557";"10010";"JPIX OSAKA"
"12558";"10010";"Equinix Tokyo"
"12559";"10010";"BBIX Osaka"
"12560";"54119";"Digital Realty Atlanta"
"12561";"54119";"Equinix Dallas"
"12562";"57068";"Equinix Paris: Equinix IX - PA Metro"
"12563";"18786";"Equinix Chicago"
"12564";"39216";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"12565";"18049";"TPIX-TW"
"12566";"53494";"TorIX"
"12567";"53494";"Equinix New York"
"12568";"16154";"T-CIX"
"12569";"16154";"B-IX"
"12570";"16154";"VarnaIX: Main"
"12571";"59620";"BIX.BG: Main"
"12572";"20459";"NAPAfrica IX Johannesburg: Peering"
"12573";"20459";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"12574";"20459";"IXP Namibia"
"12575";"20459";"NAPAfrica IX Cape Town"
"12576";"28250";"IX.br (PTT.br) Belo Horizonte: ATM/MPLA"
"12577";"28250";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12578";"28250";"IX.br (PTT.br) Rio de Janeiro: ATM/MPLA"
"12579";"52720";"IX.br (PTT.br) Salvador: ATM/MPLA"
"12580";"52720";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12581";"52720";"IX.br (PTT.br) Rio de Janeiro: ATM/MPLA"
"12582";"52720";"IX.br (PTT.br) Brasília: ATM/MPLA"
"12583";"52720";"IX.br (PTT.br) Fortaleza: ATM/MPLA"
"12584";"52720";"IX.br (PTT.br) Aracaju: ATM/MLPA"
"12585";"40473";"YYCIX"
"12586";"21360";"VIX"
"12587";"37497";"JINX: JINX Peering"
"12588";"37497";"LINX LON1: Main"
"12589";"37497";"NAPAfrica IX Johannesburg: Peering"
"12590";"37497";"NAPAfrica IX Cape Town"
"12591";"37497";"NAPAfrica IX Durban"
"12592";"37497";"DINX: DINX Peering"
"12593";"37497";"AMS-IX"
"12594";"37497";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"12595";"37497";"CINX: CINX Peering"
"12596";"14026";"IX.br (PTT.br) Caxias do Sul: ATM/MPLA"
"12597";"14026";"IX.br (PTT.br) Campinas: ATM/MPLA"
"12598";"14026";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12599";"14026";"IX.br (PTT.br) Salvador: ATM/MPLA"
"12600";"14026";"IX.br (PTT.br) Porto Alegre: ATM/MPLA"
"12601";"14026";"IX.br (PTT.br) Curitiba: ATM/MPLA"
"12602";"14026";"IX.br (PTT.br) Florianópolis: ATM/MPLA"
"12603";"14026";"IX.br (PTT.br) Belo Horizonte: ATM/MPLA"
"12604";"14026";"IX.br (PTT.br) Rio de Janeiro: ATM/MPLA"
"12605";"14026";"IX.br (PTT.br) Brasília: ATM/MPLA"
"12606";"14026";"IX.br (PTT.br) Londrina: ATM/MPLA"
"12607";"14026";"IX.br (PTT.br) Goiânia: ATM/MPLA"
"12608";"14026";"IX.br (PTT.br) Recife: ATM/MPLA"
"12609";"14026";"IX.br (PTT.br) Vitória: ATM/MPLA"
"12610";"14026";"IX.br (PTT.br) Manaus: ATM/MPLA"
"12611";"14026";"IX.br (PTT.br) Natal: ATM/MPLA"
"12612";"14026";"IX.br (PTT.br) São José do Rio Preto: ATM/MPLA"
"12613";"14026";"IX.br (PTT.br) Fortaleza: ATM/MPLA"
"12614";"14026";"IX.br (PTT.br) Belém: ATM/MPLA"
"12615";"14026";"IX.br (PTT.br) Campina Grande: ATM/MPLA"
"12616";"14026";"IX.br (PTT.br) São José dos Campos: ATM/MPLA"
"12617";"14026";"IX.br (PTT.br) Maringá: ATM/MPLA"
"12618";"14026";"IX.br (PTT.br) Cuiabá: ATM/MPLA"
"12619";"14026";"IX.br (PTT.br) Foz do Iguaçu: ATM/MLPA"
"12620";"14026";"IX.br (PTT.br) Lajeado: ATM/MLPA"
"12621";"14026";"IX.br (PTT.br) Aracaju: ATM/MLPA"
"12622";"14026";"IX.br (PTT.br) Santa Maria: ATM/MLPA"
"12623";"60725";"FL-IX"
"12624";"60725";"Equinix Dallas"
"12625";"60725";"IX Australia (Sydney NSW): NSW-IX"
"12626";"60725";"IX Australia (Perth WA): WA-IX"
"12627";"60725";"MegaIX Sydney: MegaIX"
"12628";"60725";"GigaPIX - LAN 1: LAN1"
"12629";"60725";"NetIX: NetIX"
"12630";"60725";"GR-IX::Athens: Peering Lan"
"12631";"60725";"MegaIX Perth: MegaIX"
"12632";"60725";"Equinix Miami IX"
"12633";"262680";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12634";"9365";"JPIX TOKYO"
"12635";"9365";"Equinix Tokyo"
"12636";"28187";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12637";"28224";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12638";"28224";"IX.br (PTT.br) Curitiba: ATM/MPLA"
"12639";"262901";"IX.br (PTT.br) Recife: ATM/MPLA"
"12640";"262901";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12641";"262901";"IX.br (PTT.br) Maceió: ATM/MPLA"
"12642";"262901";"IX.br (PTT.br) Aracaju: ATM/MLPA"
"12643";"262901";"IX.br (PTT.br) Fortaleza: ATM/MPLA"
"12644";"262828";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12645";"262828";"IX.br (PTT.br) Belo Horizonte: ATM/MPLA"
"12646";"58715";"Equinix Singapore"
"12647";"58715";"DE-CIX Chennai: Main"
"12648";"58715";"NOVO NIX"
"12649";"58715";"AIX-BD: Main"
"12650";"262632";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12651";"262393";"IX.br (PTT.br) Fortaleza: ATM/MPLA"
"12652";"28229";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12653";"28229";"Equinix São Paulo: Equinix IX - SP Metro"
"12654";"28667";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12655";"49360";"Namex Rome IXP: VLAN Peering"
"12656";"49360";"AMS-IX"
"12657";"49360";"MIX-IT"
"12658";"262729";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12659";"262729";"IX.br (PTT.br) Campinas: ATM/MPLA"
"12660";"33604";"Digital Realty New York"
"12661";"262727";"IX.br (PTT.br) Fortaleza: ATM/MPLA"
"12662";"28264";"IX.br (PTT.br) Rio de Janeiro: ATM/MPLA"
"12663";"28264";"IX.br (PTT.br) Fortaleza: ATM/MPLA"
"12664";"28264";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12665";"28198";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"12666";"28262";"IX.br (PTT.br) São José dos Campos: ATM/MPLA"
